year,player,career_hr
1975,Richie Hebner,85
1975,Amos Otis,84
1975,Jeff Burroughs,84
1975,Rick Monday,82
1975,Aurelio Rodriguez,81
1975,Greg Luzinski,81
1975,Gene Tenace,79
1975,Ken Henderson,79
1975,Dusty Baker,77
1975,Mike Schmidt,74
1975,Ted Simmons,74
1975,Joe Rudi,72
1975,Willie Montanez,71
1975,Bob Watson,70
1975,Thurman Munson,68
1975,Carlos May,67
1975,Bert Campaneris,65
1975,Dave Kingman,65
1975,Ken Singleton,61
1975,Ron Cey,58
1975,Bobby Grich,56
1975,Chris Speier,53
1975,Toby Harrah,51
1975,Bobby Tolan,50
1976,Carl Yastrzemski,338
1976,Reggie Jackson,280
1976,Tony Perez,261
1976,Lee May,259
1976,Jimmy Wynn,256
1976,Johnny Bench,255
1976,George Scott,217
1976,Sal Bando,192
1976,Rusty Staub,181
1976,Bobby Murcer,173
1976,Joe Morgan,169
1976,Graig Nettles,168
1976,Willie Davis,168
1976,Pete Rose,134
1976,Lou Brock,133
1976,Roy White,126
1976,Jose Cardenal,123
1976,John Mayberry,120
1976,Doug Rader,117
1976,Cesar Cedeno,114
1976,Rick Monday,114
1976,Mike Schmidt,112
1976,Amos Otis,102
1976,Dave Kingman,102
1976,Greg Luzinski,102
1976,Jeff Burroughs,102
1976,Gene Tenace,101
1976,Ken Henderson,92
1976,Aurelio Rodriguez,89
1976,Bob Watson,86
1976,Joe Rudi,85
1976,Thurman Munson,85
1976,Willie Montanez,82
1976,Ron Cey,81
1976,Ted Simmons,79
1976,Rico Carty,75
1976,Ken Singleton,74
1976,Bobby Grich,69
1976,George Hendrick,68
1976,Larry Hisle,68
1976,Bert Campaneris,66
1976,Toby Harrah,66
1976,Carlton Fisk,65
1976,George Foster,65
1976,John Milner,58
1976,Richie Zisk,58
1976,Chris Speier,56
1976,Ralph Garr,53
1976,Steve Garvey,52
1976,Del Unser,50
1976,Don Baylor,50
1976,Rod Carew,50
1977,Carl Yastrzemski,366
1977,Reggie Jackson,312
1977,Willie McCovey,298
1977,Johnny Bench,286
1977,Lee May,286
1977,Tony Perez,280
1977,George Scott,250
1977,Bobby Bonds,246
1977,Sal Bando,209
1977,Graig Nettles,205
1977,Rusty Staub,203
1977,Reggie Smith,202
1977,Bobby Murcer,200
1977,Joe Morgan,191
1977,Willie Horton,160
1977,Mike Schmidt,150
1977,Jeff Burroughs,143
1977,John Mayberry,143
1977,Pete Rose,143
1977,Greg Luzinski,141
1977,Roy White,140
1977,Doug Rader,135
1977,Lou Brock,135
1977,Cesar Cedeno,128
1977,Darrell Evans,124
1977,Al Oliver,123
1977,Ron Fairly,121
1977,Amos Otis,119
1977,George Foster,117
1977,Gene Tenace,116
1977,Ron Cey,111
1977,Bob Watson,108
1977,Dusty Baker,107
1977,Thurman Munson,103
1977,Willie Montanez,102
1977,Ted Simmons,100
1977,Ken Singleton,98
1977,Larry Hisle,96
1977,Toby Harrah,93
1977,Carlton Fisk,91
1977,George Hendrick,91
1977,Rico Carty,90
1977,Richie Zisk,88
1977,Don Money,86
1977,Jim Rice,86
1977,Steve Garvey,85
1977,Don Baylor,75
1977,Dave Winfield,73
1977,Bert Campaneris,71
1977,Gary Matthews,65
1977,Rod Carew,64
1977,Ralph Garr,63
1977,Jim Spencer,62
1977,Chris Speier,61
1977,Chris Chambliss,60
1977,Dave Parker,59
1977,Manny Sanguillen,55
1977,Jerry Morales,54
1977,Buddy Bell,51
1977,Garry Maddox,51
1978,Carl Yastrzemski,383
1978,Reggie Jackson,339
1978,Lee May,311
1978,Tony Perez,294
1978,Bobby Bonds,277
1978,Graig Nettles,232
1978,Reggie Smith,231
1978,Rusty Staub,227
1978,Sal Bando,226
1978,Bobby Murcer,209
1978,Joe Morgan,204
1978,Greg Luzinski,176
1978,Mike Schmidt,171
1978,Jeff Burroughs,166
1978,John Mayberry,165
1978,George Foster,157
1978,Pete Rose,150
1978,Darrell Evans,144
1978,Amos Otis,141
1978,Al Oliver,137
1978,Ron Cey,134
1978,Gene Tenace,132
1978,Jim Rice,132
1978,Larry Hisle,130
1978,Bob Watson,122
1978,Ted Simmons,122
1978,Rico Carty,121
1978,Willie Montanez,119
1978,Dusty Baker,118
1978,Ken Singleton,118
1978,Carlton Fisk,111
1978,George Hendrick,111
1978,Richie Zisk,110
1978,Don Baylor,109
1978,Thurman Munson,109
1978,Steve Garvey,106
1978,Toby Harrah,105
1978,Joe Rudi,102
1978,Richie Hebner,102
1978,Don Money,100
1978,Dave Winfield,97
1978,Dave Parker,89
1978,Gary Matthews,83
1978,Bobby Grich,75
1978,Chris Chambliss,72
1978,Fred Lynn,71
1978,Rod Carew,69
1978,Gary Carter,68
1978,Chris Speier,66
1978,Hal McRae,65
1978,Garry Maddox,62
1978,Andre Thornton,61
1978,Bill Madlock,58
1978,Buddy Bell,57
1978,Jason Thompson,57
1978,Lou Piniella,57
1978,Roy Smalley,57
1978,Eric Soderholm,55
1978,Eddie Murray,54
1978,Davey Lopes,52
1978,Dwight Evans,51
1978,Ellis Valentine,50
1979,Carl Yastrzemski,404
1979,Reggie Jackson,368
1979,Johnny Bench,308
1979,Tony Perez,307
1979,Bobby Bonds,302
1979,Graig Nettles,252
1979,Sal Bando,235
1979,Bobby Murcer,224
1979,Mike Schmidt,216
1979,Joe Morgan,213
1979,Greg Luzinski,194
1979,Willie Horton,189
1979,George Foster,187
1979,John Mayberry,186
1979,Jim Rice,171
1979,Ron Cey,162
1979,Darrell Evans,161
1979,Amos Otis,159
1979,Pete Rose,154
1979,Ken Singleton,153
1979,Gene Tenace,152
1979,Dave Kingman,150
1979,Al Oliver,149
1979,Ted Simmons,148
1979,Don Baylor,145
1979,Dusty Baker,141
1979,Bob Watson,138
1979,Cesar Cedeno,134
1979,Steve Garvey,134
1979,Rico Carty,133
1979,Willie Montanez,132
1979,Dave Winfield,131
1979,Richie Zisk,128
1979,George Hendrick,127
1979,Toby Harrah,125
1979,Dave Parker,114
1979,Richie Hebner,112
1979,Fred Lynn,110
1979,Gary Matthews,110
1979,Bobby Grich,105
1979,Chris Chambliss,90
1979,Gary Carter,90
1979,Andre Thornton,87
1979,Roy Smalley,81
1979,Davey Lopes,80
1979,Eddie Murray,79
1979,Gorman Thomas,77
1979,Jason Thompson,77
1979,Buddy Bell,75
1979,Butch Hobson,75
1979,Garry Maddox,75
1979,Bill Madlock,72
1979,Dwight Evans,72
1979,George Brett,72
1979,Ellis Valentine,71
1979,Andre Dawson,69
1979,Larry Parrish,66
1979,Dan Ford,63
1979,Steve Kemp,59
1979,Dan Driessen,58
1979,Dave Concepcion,58
1979,Darrell Porter,56
1979,Mike Hargrove,53
1979,Ken Reitz,52
1979,Phil Garner,52
1979,Jack Clark,51
1979,Ruppert Jones,51
1979,Dan Meyer,50
1979,Sixto Lezcano,50
1980,Reggie Jackson,409
1980,Tony Perez,332
1980,Mike Schmidt,264
1980,Joe Morgan,224
1980,John Mayberry,216
1980,George Foster,212
1980,Jim Rice,195
1980,Ron Cey,190
1980,Darrell Evans,181
1980,Ken Singleton,177
1980,Dusty Baker,170
1980,Ted Simmons,169
1980,Al Oliver,168
1980,Steve Garvey,160
1980,Pete Rose,155
1980,George Hendrick,152
1980,Bob Watson,151
1980,Dave Winfield,151
1980,Cesar Cedeno,144
1980,Willie Montanez,138
1980,Toby Harrah,136
1980,Dave Parker,131
1980,Carlton Fisk,129
1980,Gary Matthews,129
1980,Bobby Grich,119
1980,Gary Carter,119
1980,Gorman Thomas,115
1980,Eddie Murray,111
1980,Chris Chambliss,108
1980,Jason Thompson,98
1980,George Brett,96
1980,Roy Smalley,93
1980,Buddy Bell,92
1980,Davey Lopes,90
1980,Dwight Evans,90
1980,Ben Oglivie,88
1980,Andre Dawson,86
1980,Garry Maddox,86
1980,Bill Madlock,82
1980,Steve Kemp,80
1980,Hal McRae,79
1980,Jack Clark,73
1980,Dan Driessen,72
1980,Rod Carew,72
1980,Cecil Cooper,69
1980,Mike Hargrove,64
1980,Dave Concepcion,63
1980,Doug DeCinces,63
1980,Dan Meyer,61
1980,Ken Reitz,60
1980,Phil Garner,57
1980,Dale Murphy,56
1980,Jorge Orta,56
1980,Robin Yount,54
1980,Keith Hernandez,53
1980,Lee Mazzilli,53
1980,Ron LeFlore,53
1980,Mickey Rivers,51
1981,Reggie Jackson,424
1981,Carl Yastrzemski,411
1981,Tony Perez,341
1981,Mike Schmidt,295
1981,Graig Nettles,267
1981,George Foster,234
1981,John Mayberry,233
1981,Joe Morgan,232
1981,Greg Luzinski,215
1981,Jim Rice,212
1981,Ron Cey,203
1981,Darrell Evans,193
1981,Ken Singleton,190
1981,Ted Simmons,183
1981,Dusty Baker,179
1981,Jeff Burroughs,176
1981,Al Oliver,172
1981,Dave Kingman,172
1981,George Hendrick,170
1981,Steve Garvey,170
1981,Amos Otis,168
1981,Dave Winfield,164
1981,Don Baylor,162
1981,Pete Rose,155
1981,Richie Zisk,144
1981,Bobby Grich,141
1981,Toby Harrah,141
1981,Gary Matthews,138
1981,Carlton Fisk,136
1981,Gorman Thomas,136
1981,Gary Carter,135
1981,Eddie Murray,133
1981,Chris Chambliss,116
1981,Dwight Evans,112
1981,Andre Dawson,110
1981,Ben Oglivie,102
1981,Buddy Bell,102
1981,George Brett,102
1981,Garry Maddox,91
1981,Jack Clark,90
1981,Steve Kemp,89
1981,Bill Madlock,88
1981,Hal McRae,86
1981,Cecil Cooper,81
1981,Dan Ford,78
1981,Doug DeCinces,76
1981,Larry Parrish,74
1981,Rod Carew,74
1981,Dale Murphy,69
1981,Chris Speier,68
1981,Dave Concepcion,68
1981,Mike Hargrove,66
1981,Robin Yount,64
1981,Jorge Orta,61
1981,Keith Hernandez,61
1981,Jose Cruz,60
1981,Lee Mazzilli,59
1981,Phil Garner,58
1981,Tony Armas,57
1981,Bill Buckner,56
1981,Chet Lemon,56
1981,Bruce Bochte,55
1981,Ruppert Jones,55
1981,Mickey Rivers,54
1981,Lance Parrish,53
1981,Ron LeFlore,53
1982,Reggie Jackson,463
1982,Carl Yastrzemski,427
1982,Mike Schmidt,330
1982,George Foster,247
1982,Joe Morgan,246
1982,Jim Rice,236
1982,Greg Luzinski,233
1982,Ron Cey,227
1982,Darrell Evans,209
1982,Dave Kingman,209
1982,Ted Simmons,206
1982,Ken Singleton,204
1982,Dusty Baker,202
1982,Dave Winfield,201
1982,Al Oliver,194
1982,George Hendrick,189
1982,Don Baylor,186
1982,Steve Garvey,186
1982,Amos Otis,179
1982,Gorman Thomas,175
1982,Toby Harrah,166
1982,Eddie Murray,165
1982,Richie Zisk,165
1982,Gary Carter,164
1982,Bobby Grich,160
1982,Pete Rose,158
1982,Gary Matthews,157
1982,Cesar Cedeno,152
1982,Carlton Fisk,150
1982,Dwight Evans,144
1982,Ben Oglivie,136
1982,Chris Chambliss,136
1982,Andre Dawson,133
1982,Fred Lynn,131
1982,Jason Thompson,129
1982,George Brett,123
1982,Andre Thornton,119
1982,Jack Clark,117
1982,Buddy Bell,115
1982,Cecil Cooper,113
1982,Hal McRae,113
1982,Roy Smalley,113
1982,Steve Kemp,108
1982,Bill Madlock,107
1982,Doug DeCinces,106
1982,Dale Murphy,105
1982,Robin Yount,93
1982,Dan Driessen,89
1982,Lance Parrish,85
1982,Tony Armas,85
1982,Bob Horner,80
1982,Rod Carew,77
1982,Chet Lemon,75
1982,Chris Speier,75
1982,Dave Concepcion,73
1982,Bill Buckner,71
1982,Phil Garner,71
1982,Mike Hargrove,70
1982,Jose Cruz,69
1982,Keith Hernandez,68
1982,Bruce Bochte,67
1982,Al Cowens,66
1982,Sixto Lezcano,66
1982,Claudell Washington,61
1982,Ken Griffey,59
1982,Jerry Martin,57
1982,Warren Cromartie,57
1982,Brian Downing,56
1982,Dwayne Murphy,55
1982,Willie Aikens,54
1983,Mike Schmidt,370
1983,Graig Nettles,287
1983,George Foster,275
1983,Jim Rice,275
1983,Greg Luzinski,265
1983,Ron Cey,251
1983,Darrell Evans,239
1983,Dave Winfield,233
1983,Ken Singleton,222
1983,Ted Simmons,219
1983,Dusty Baker,217
1983,Don Baylor,207
1983,George Hendrick,207
1983,Al Oliver,202
1983,Eddie Murray,198
1983,Gorman Thomas,197
1983,Gary Carter,181
1983,Carlton Fisk,176
1983,Toby Harrah,175
1983,Gary Matthews,167
1983,Dwight Evans,166
1983,Andre Dawson,165
1983,Pete Rose,158
1983,Chris Chambliss,156
1983,George Brett,148
1983,Jason Thompson,147
1983,Cecil Cooper,143
1983,Dave Parker,143
1983,Dale Murphy,141
1983,Jack Clark,137
1983,Andre Thornton,136
1983,Roy Smalley,131
1983,Buddy Bell,129
1983,Hal McRae,125
1983,Tony Armas,121
1983,Bill Madlock,119
1983,Lance Parrish,112
1983,Robin Yount,110
1983,Davey Lopes,107
1983,Larry Parrish,100
1983,Chet Lemon,99
1983,Bill Buckner,87
1983,Phil Garner,85
1983,Jose Cruz,83
1983,Keith Hernandez,80
1983,Rod Carew,79
1983,Pedro Guerrero,76
1983,Dave Concepcion,74
1983,Mike Hargrove,73
1983,Dwayne Murphy,72
1983,Darrell Porter,71
1983,Claudell Washington,70
1983,Harold Baines,58
1983,Paul Molitor,58
1983,Larry Herndon,57
1983,Cal Ripken,55
1983,Frank White,53
1983,Ken Landreaux,53
1984,Reggie Jackson,488
1984,Mike Schmidt,406
1984,Jim Rice,303
1984,George Foster,299
1984,Ron Cey,276
1984,Dave Winfield,252
1984,Dave Kingman,244
1984,Don Baylor,234
1984,Eddie Murray,227
1984,Ted Simmons,223
1984,Gary Carter,208
1984,Dwight Evans,198
1984,Steve Garvey,194
1984,Andre Dawson,182
1984,Gary Matthews,181
1984,Dale Murphy,177
1984,Andre Thornton,169
1984,Jason Thompson,164
1984,Tony Armas,164
1984,Dave Parker,159
1984,Cecil Cooper,154
1984,Fred Lynn,154
1984,Ben Oglivie,148
1984,Lance Parrish,145
1984,Buddy Bell,140
1984,Doug DeCinces,126
1984,Robin Yount,126
1984,Larry Parrish,122
1984,Chet Lemon,119
1984,Dwayne Murphy,105
1984,Bill Buckner,98
1984,Jose Cruz,95
1984,Keith Hernandez,95
1984,Pedro Guerrero,92
1984,Harold Baines,87
1984,Cal Ripken,82
1984,Al Cowens,81
1984,Tom Brunansky,80
1984,Brian Downing,79
1984,Dave Concepcion,78
1984,Bruce Bochte,72
1984,Frank White,70
1984,Gary Ward,68
1984,Ron Kittle,67
1984,Willie Upshaw,67
1984,Kent Hrbek,66
1984,Tim Wallach,65
1984,Carney Lansford,63
1984,Alan Trammell,56
1984,Leon Durham,55
1984,Lloyd Moseby,54
1984,Terry Kennedy,54
1984,Lou Whitaker,52
1984,Terry Puhl,52
1984,Chili Davis,51
1984,Gary Gaetti,51
1984,Rickey Henderson,50
1985,Reggie Jackson,515
1985,Mike Schmidt,439
1985,Jim Rice,330
1985,George Foster,320
1985,Graig Nettles,302
1985,Ron Cey,298
1985,Darrell Evans,279
1985,Dave Winfield,278
1985,Dave Kingman,274
1985,Eddie Murray,258
1985,Don Baylor,257
1985,Gary Carter,240
1985,Ted Simmons,235
1985,Gorman Thomas,229
1985,Dwight Evans,227
1985,Dale Murphy,214
1985,Carlton Fisk,213
1985,Steve Garvey,211
1985,Andre Dawson,205
1985,Dave Parker,193
1985,Andre Thornton,191
1985,Toby Harrah,184
1985,George Brett,178
1985,Fred Lynn,177
1985,Bobby Grich,173
1985,Lance Parrish,173
1985,Cecil Cooper,170
1985,Jack Clark,159
1985,Buddy Bell,150
1985,Robin Yount,141
1985,Chet Lemon,137
1985,Bill Madlock,131
1985,Dwayne Murphy,125
1985,Pedro Guerrero,125
1985,Bill Buckner,114
1985,Harold Baines,109
1985,Cal Ripken,108
1985,Bob Horner,107
1985,Tom Brunansky,107
1985,Keith Hernandez,105
1985,Jose Cruz,104
1985,Brian Downing,99
1985,Dan Driessen,98
1985,Frank White,92
1985,Phil Garner,91
1985,Kent Hrbek,87
1985,Tim Wallach,87
1985,Dave Concepcion,85
1985,Gary Ward,83
1985,Willie Upshaw,82
1985,Rod Carew,81
1985,Leon Durham,76
1985,Rickey Henderson,74
1985,Lou Whitaker,73
1985,Lloyd Moseby,72
1985,Gary Gaetti,71
1985,Alan Trammell,69
1985,Paul Molitor,68
1985,Mike Marshall,66
1985,Ken Landreaux,65
1985,Mike Easler,65
1985,Chili Davis,64
1985,Terry Kennedy,64
1985,Keith Moreland,61
1985,Jody Davis,60
1985,Ryne Sandberg,60
1985,Jeffrey Leonard,59
1985,Don Mattingly,58
1985,Kirk Gibson,56
1985,George Bell,54
1985,Tony Pena,51
1985,Pete O'Brien,50
1986,Reggie Jackson,533
1986,Mike Schmidt,476
1986,Jim Rice,350
1986,Dave Kingman,309
1986,Darrell Evans,308
1986,Dave Winfield,302
1986,Don Baylor,288
1986,Eddie Murray,275
1986,Gary Carter,264
1986,Dwight Evans,253
1986,Dale Murphy,243
1986,Steve Garvey,232
1986,Andre Dawson,225
1986,Dave Parker,224
1986,George Brett,194
1986,Cecil Cooper,182
1986,Buddy Bell,170
1986,Doug DeCinces,152
1986,Roy Smalley,151
1986,Larry Parrish,150
1986,Robin Yount,150
1986,Bob Horner,134
1986,Cal Ripken,133
1986,Bill Buckner,132
1986,Harold Baines,130
1986,Tom Brunansky,130
1986,Brian Downing,119
1986,Keith Hernandez,118
1986,Kent Hrbek,116
1986,Frank White,114
1986,Jose Cruz,114
1986,Gary Gaetti,105
1986,Tim Wallach,105
1986,Rickey Henderson,102
1986,Leon Durham,96
1986,Lloyd Moseby,93
1986,Lou Whitaker,93
1986,Willie Upshaw,91
1986,Alan Trammell,90
1986,Don Mattingly,89
1986,George Bell,85
1986,Kirk Gibson,84
1986,Carney Lansford,82
1986,Jody Davis,81
1986,Ken Griffey,80
1986,Mike Easler,79
1986,Chili Davis,77
1986,Ryne Sandberg,74
1986,Keith Moreland,73
1986,Pete O'Brien,73
1986,Jesse Barfield,67
1986,Steve Balboni,65
1986,Alvin Davis,63
1986,Von Hayes,62
1986,Kevin McReynolds,61
1986,Tony Pena,61
1986,Ray Knight,56
1986,Bob Brenly,55
1986,Jim Presley,55
1986,Darryl Strawberry,53
1986,Tony Bernazard,53
1986,Bob Boone,50
1986,Juan Samuel,50
1987,Mike Schmidt,511
1987,Darrell Evans,342
1987,Dave Winfield,329
1987,Eddie Murray,305
1987,Dale Murphy,287
1987,Dwight Evans,287
1987,Gary Carter,284
1987,Andre Dawson,274
1987,Dave Parker,250
1987,Carlton Fisk,236
1987,George Brett,216
1987,Jack Clark,194
1987,Lance Parrish,190
1987,Buddy Bell,187
1987,Larry Parrish,182
1987,Robin Yount,171
1987,Doug DeCinces,168
1987,Tom Brunansky,162
1987,Cal Ripken,160
1987,Chet Lemon,157
1987,Pedro Guerrero,152
1987,Harold Baines,150
1987,Kent Hrbek,150
1987,Brian Downing,148
1987,Gary Gaetti,136
1987,Keith Hernandez,136
1987,George Bell,132
1987,Frank White,131
1987,Tim Wallach,131
1987,Don Mattingly,119
1987,Lloyd Moseby,119
1987,Alan Trammell,118
1987,Lou Whitaker,109
1987,Kirk Gibson,108
1987,Willie Upshaw,106
1987,Carney Lansford,101
1987,Chili Davis,101
1987,Keith Moreland,100
1987,Gary Ward,99
1987,Pete O'Brien,96
1987,Jesse Barfield,95
1987,Alvin Davis,92
1987,Darryl Strawberry,92
1987,Kevin McReynolds,90
1987,Ryne Sandberg,90
1987,Paul Molitor,84
1987,Von Hayes,83
1987,Terry Kennedy,82
1987,Jim Presley,79
1987,Jeffrey Leonard,78
1987,Juan Samuel,78
1987,Joe Carter,76
1987,Ray Knight,70
1987,Brook Jacoby,69
1987,Tony Bernazard,67
1987,Tim Raines,66
1987,Mike Davis,65
1987,Jose Canseco,64
1987,Kirby Puckett,63
1987,Rob Deer,61
1987,Mike Pagliarulo,60
1987,Danny Tartabull,59
1987,Bo Diaz,58
1987,Glenn Davis,58
1987,Pete Incaviglia,57
1987,Wally Joyner,56
1987,Kevin Bass,55
1987,Glenn Wilson,54
1987,Phil Bradley,52
1987,Greg Walker,51
1987,Jim Morrison,51
1987,Wade Boggs,51
1988,Jim Rice,365
1988,Darrell Evans,364
1988,Dave Winfield,354
1988,Eddie Murray,333
1988,Dale Murphy,311
1988,Dwight Evans,308
1988,Andre Dawson,298
1988,Gary Carter,295
1988,George Brett,240
1988,Jack Clark,221
1988,Tom Brunansky,185
1988,Robin Yount,184
1988,Cal Ripken,183
1988,Kent Hrbek,175
1988,Chet Lemon,174
1988,Brian Downing,173
1988,Gary Gaetti,164
1988,Harold Baines,163
1988,George Bell,156
1988,Tim Wallach,143
1988,Frank White,139
1988,Don Mattingly,137
1988,Alan Trammell,133
1988,Kirk Gibson,133
1988,Darryl Strawberry,131
1988,Lloyd Moseby,129
1988,Chili Davis,122
1988,Kevin McReynolds,117
1988,Willie Upshaw,117
1988,Jesse Barfield,113
1988,Pete O'Brien,112
1988,Alvin Davis,110
1988,Ryne Sandberg,109
1988,Carney Lansford,108
1988,Rickey Henderson,108
1988,Jose Canseco,106
1988,Keith Moreland,105
1988,Joe Carter,103
1988,Paul Molitor,97
1988,Jim Presley,93
1988,Juan Samuel,90
1988,Glenn Davis,88
1988,Jeffrey Leonard,88
1988,Kirby Puckett,87
1988,Mike Marshall,86
1988,Danny Tartabull,85
1988,Rob Deer,84
1988,Mark McGwire,81
1988,Brook Jacoby,78
1988,Tony Pena,71
1988,Kevin Bass,69
1988,Wally Joyner,69
1988,Will Clark,64
1988,Eric Davis,63
1988,Phil Bradley,63
1988,Howard Johnson,60
1988,Cory Snyder,59
1988,Hubie Brooks,58
1988,Wade Boggs,56
1988,Bill Doran,55
1988,Dave Henderson,55
1988,Ruben Sierra,53
1989,Eddie Murray,353
1989,Dale Murphy,331
1989,Dwight Evans,328
1989,Dave Parker,272
1989,George Brett,252
1989,Jack Clark,247
1989,Robin Yount,205
1989,Tom Brunansky,205
1989,Cal Ripken,204
1989,Brian Downing,187
1989,Gary Gaetti,183
1989,Harold Baines,179
1989,George Bell,174
1989,Pedro Guerrero,169
1989,Darryl Strawberry,160
1989,Don Mattingly,160
1989,Tim Wallach,156
1989,Chili Davis,144
1989,Lloyd Moseby,140
1989,Kevin McReynolds,139
1989,Ryne Sandberg,139
1989,Alan Trammell,138
1989,Joe Carter,138
1989,Lou Whitaker,137
1989,Jesse Barfield,136
1989,Alvin Davis,131
1989,Pete O'Brien,124
1989,Glenn Davis,122
1989,Rickey Henderson,120
1989,Mark McGwire,114
1989,Jeffrey Leonard,112
1989,Carney Lansford,110
1989,Rob Deer,110
1989,Von Hayes,109
1989,Paul Molitor,108
1989,Danny Tartabull,103
1989,Juan Samuel,101
1989,Eric Davis,97
1989,Howard Johnson,96
1989,Kirby Puckett,96
1989,Brook Jacoby,91
1989,Kevin Mitchell,88
1989,Will Clark,87
1989,Wally Joyner,85
1989,Ruben Sierra,82
1989,Cory Snyder,77
1989,Tim Raines,75
1989,Phil Bradley,74
1989,Hubie Brooks,72
1989,Dave Henderson,70
1989,Fred McGriff,70
1989,Barry Bonds,68
1989,Andres Galarraga,65
1989,Bill Doran,63
1989,Bobby Bonilla,63
1989,Jack Howell,59
1989,Wade Boggs,59
1989,Julio Franco,58
1989,Lonnie Smith,57
1989,Andy Van Slyke,55
1989,Garry Templeton,51
1989,Steve Buechele,50
1990,Eddie Murray,379
1990,Dave Winfield,375
1990,Dale Murphy,355
1990,Dwight Evans,341
1990,Andre Dawson,325
1990,Dave Parker,293
1990,George Brett,266
1990,Carlton Fisk,254
1990,Cal Ripken,225
1990,Robin Yount,222
1990,Tom Brunansky,221
1990,Lance Parrish,214
1990,Gary Gaetti,199
1990,Darryl Strawberry,197
1990,Kent Hrbek,197
1990,George Bell,195
1990,Pedro Guerrero,182
1990,Ryne Sandberg,179
1990,Tim Wallach,177
1990,Kevin McReynolds,163
1990,Joe Carter,162
1990,Jesse Barfield,161
1990,Lou Whitaker,155
1990,Mark McGwire,153
1990,Alan Trammell,152
1990,Alvin Davis,148
1990,Rickey Henderson,148
1990,Jose Canseco,143
1990,Rob Deer,137
1990,Von Hayes,126
1990,Kevin Mitchell,123
1990,Jeffrey Leonard,122
1990,Eric Davis,121
1990,Howard Johnson,119
1990,Juan Samuel,114
1990,Carney Lansford,113
1990,Jim Presley,112
1990,Kirby Puckett,108
1990,Will Clark,106
1990,Brook Jacoby,105
1990,Fred McGriff,105
1990,Barry Bonds,101
1990,Ruben Sierra,98
1990,Bobby Bonilla,95
1990,Hubie Brooks,92
1990,Andres Galarraga,85
1990,Tim Raines,84
1990,Pete Incaviglia,81
1990,Tony Pena,78
1990,Andy Van Slyke,72
1990,Julio Franco,69
1990,Lonnie Smith,66
1990,Kelly Gruber,65
1990,Wade Boggs,65
1990,Garry Templeton,60
1990,Ellis Burks,59
1990,Ivan Calderon,56
1990,Shawon Dunston,52
1990,Cecil Fielder,51
1990,Ron Gant,51
1990,Mike Greenwell,50
1991,Dave Winfield,403
1991,Eddie Murray,398
1991,Dale Murphy,373
1991,Andre Dawson,356
1991,Dave Parker,304
1991,George Brett,276
1991,Frank Thomas,275
1991,Jack Clark,275
1991,Cal Ripken,259
1991,Tom Brunansky,237
1991,Robin Yount,232
1991,Darryl Strawberry,225
1991,George Bell,220
1991,Gary Gaetti,217
1991,Kent Hrbek,217
1991,Ryne Sandberg,205
1991,Harold Baines,199
1991,Joe Carter,195
1991,Tim Wallach,190
1991,Jose Canseco,187
1991,Kevin McReynolds,179
1991,Lou Whitaker,178
1991,Mark McGwire,175
1991,Chili Davis,173
1991,Don Mattingly,169
1991,Rickey Henderson,166
1991,Rob Deer,162
1991,Alvin Davis,160
1991,Howard Johnson,157
1991,Kirk Gibson,149
1991,Pete O'Brien,141
1991,Fred McGriff,136
1991,Will Clark,135
1991,Danny Tartabull,134
1991,Barry Bonds,126
1991,Juan Samuel,126
1991,Paul Molitor,125
1991,Kirby Puckett,123
1991,Ruben Sierra,123
1991,Bobby Bonilla,113
1991,Wally Joyner,106
1991,Cecil Fielder,95
1991,Dave Henderson,95
1991,Andy Van Slyke,89
1991,Tim Raines,89
1991,Julio Franco,84
1991,Ron Gant,83
1991,Tony Pena,83
1991,Ivan Calderon,75
1991,Ellis Burks,73
1991,Wade Boggs,73
1991,Steve Buechele,72
1991,Matt Williams,67
1991,Devon White,64
1991,Shawon Dunston,64
1991,Chris Sabo,62
1991,Kal Daniels,62
1991,Robby Thompson,61
1991,Ken Griffey Jr.,60
1991,Paul O'Neill,60
1991,Mike Greenwell,59
1991,Rafael Palmeiro,56
1991,Terry Pendleton,53
1991,Tony Gwynn,51
1992,Dave Winfield,429
1992,Eddie Murray,414
1992,Andre Dawson,378
1992,Frank Thomas,299
1992,George Brett,283
1992,Cal Ripken,273
1992,Tom Brunansky,252
1992,George Bell,245
1992,Robin Yount,240
1992,Ryne Sandberg,231
1992,Joe Carter,229
1992,Mark McGwire,217
1992,Harold Baines,215
1992,Jose Canseco,213
1992,Tim Wallach,199
1992,Lou Whitaker,197
1992,Chili Davis,185
1992,Don Mattingly,183
1992,Fred McGriff,171
1992,Barry Bonds,160
1992,Danny Tartabull,159
1992,Will Clark,151
1992,Kirby Puckett,142
1992,Ruben Sierra,140
1992,Paul Molitor,137
1992,Bobby Bonilla,132
1992,Cecil Fielder,130
1992,Carney Lansford,120
1992,Wally Joyner,115
1992,Andy Van Slyke,103
1992,Ron Gant,100
1992,Tim Raines,96
1992,Ken Griffey Jr.,87
1992,Matt Williams,87
1992,Devon White,81
1992,Steve Buechele,81
1992,Wade Boggs,80
1992,Mickey Tettleton,78
1992,Rafael Palmeiro,78
1992,Robby Thompson,75
1992,Paul O'Neill,74
1992,Terry Pendleton,74
1992,Juan Gonzalez,70
1992,John Kruk,58
